"y1","y2","x_age","x_income","x_score","d_female","d_urban","d_married","d_college","d_smoker"
3,0,0.111222815443443,1.3387500553276,-1.84634072122125,1,1,0,0,0
0,0,-0.931435940919532,0.355105643917985,-0.774916721173677,0,0,1,1,0
1,4,-1.25043461549836,0.136900852571259,0.156375513591893,1,1,0,1,0
0,5,-0.144906026623767,-0.754570615334952,0.0219809467871365,0,1,0,1,0
4,1,-0.575789919698154,-0.462535696123968,0.452245115125068,1,0,0,1,0
4,1,-0.300018788880928,-0.236695253413075,0.925080090422592,1,1,1,0,1
4,3,0.0325382562534982,-0.447928331782995,-0.0826237265844433,0,1,1,1,0
4,3,0.274023954115457,0.389227570054493,-0.731895876301328,0,1,1,1,0
3,1,0.899651996302799,0.753548479345607,-1.34392074006071,0,0,0,1,1
7,6,1.27735554935121,1.39891496671097,-1.90707251181338,0,0,0,1,0
0,0,-0.81253803441766,-0.142580710533626,-0.270421943862777,0,0,1,0,0
3,1,-0.220002404127919,-0.397418593668485,0.334403672835633,1,0,0,1,0
2,1,-1.90103119507309,-1.60336166051209,1.82074416366294,0,0,1,0,0
3,1,0.170626278442698,-0.410696167817636,-0.328221477526049,1,0,0,1,0
5,2,1.22449897419261,0.0237316566694112,0.918085898195425,0,0,0,1,1
9,2,-0.78009423749954,-0.352805905402985,-0.408637841113063,1,0,1,1,1
3,0,1.74335743955152,-0.748053541348937,-0.492166183051745,1,1,1,0,1
4,1,1.72499967360941,-0.680182021854285,-0.213139419047481,1,1,0,0,0
1,1,1.12210964190654,-0.812799230368245,1.03017717857148,0,1,1,0,0
4,6,0.265607546456626,0.58560927987858,1.538665699907,1,1,0,1,1
6,1,-0.434018649518286,0.440162874841065,0.670974251202038,1,1,0,1,1
1,1,-1.53008660555394,0.459522997486717,-0.72258679378756,0,0,1,0,0
1,0,2.49665964240817,0.786041470265755,-1.57314004171696,1,1,1,1,0
2,7,-1.02437139330407,-0.302822178042093,1.6842021279132,1,0,0,1,0
1,1,0.274906068721194,0.570953034267386,0.397064374517292,1,0,0,0,0
1,1,-0.648922631993515,-0.0333060014100377,-0.514244653300124,1,0,1,0,0
2,3,1.77550946113294,-0.674012668809437,-1.27988913270665,0,1,0,1,1
2,7,-0.52061910520324,0.0498531165404896,1.3998614217201,1,0,0,1,0
