"y1","y2","x_age","x_income","x_score","d_female","d_urban","d_married","d_college","d_smoker"
0,1,-0.326036490515386,1.00259847094365,-1.58788968625323,0,1,0,0,0
3,0,0.552461855419139,0.193441972629634,-0.752108112868539,1,1,0,0,0
1,0,-0.67494384395583,-0.309251563540681,0.713703617863893,1,1,1,1,0
2,3,0.214359459043425,1.5638431476945,0.703496794737175,1,0,1,1,0
2,0,0.310769217313602,-0.137557406225412,0.547746800338818,0,0,1,1,1
0,3,1.1739662875627,-0.768349242908907,1.10792387394932,0,1,1,0,0
0,0,0.618789855625968,-8.63126610810843e-05,-0.307325488497641,1,1,0,0,0
1,1,-0.112734314754215,-1.54092639648709,0.451277247281289,1,0,1,1,1
1,0,0.917028289512712,-0.0944633760518146,-0.849581232097679,1,1,1,0,0
1,0,-0.223259364627263,-1.01606159634515,-0.368582575962339,0,1,1,0,1
1,0,0.526448098873642,0.0455543861835627,1.11144098557247,0,1,1,1,1
5,8,-0.794844435415055,2.27514305465,0.785957877396814,0,1,1,1,0
1,0,1.42775554468304,0.155322737882386,0.597851564148987,0,1,1,0,0
2,2,-1.46681969416347,-0.691085214081409,0.444949431622058,0,1,1,1,1
4,0,-0.236683378602896,0.0606565743846288,0.988189015790564,1,0,1,1,0
1,0,-0.1933379649975,1.05055820108266,-0.8020036322382,1,1,1,1,0
0,0,-0.849754740333862,-1.0530975806448,-1.40169828132718,1,1,0,0,0
5,2,0.0584654978495017,-0.53106030693552,-0.190280424750901,1,0,0,0,0
1,4,-0.817670355875958,0.859727925018121,-2.2592159398072,1,1,1,0,0
2,0,-2.05030781563963,1.32707828590874,0.552936410329915,1,0,0,0,0
2,1,-0.163755665941423,0.777665786289989,-1.35418226886835,1,1,1,0,0
5,1,0.708522104156376,-0.195893125364638,0.504954270644367,1,1,1,1,0
3,4,-0.267980546181617,0.412515189862745,-2.30915810432636,0,1,0,0,1
2,1,-1.46392175987102,1.21752419818756,0.0269428643909143,0,0,0,1,0
2,3,0.744435822875318,-1.38925445634196,-1.40298431148717,0,0,1,0,1
1,0,-1.4103901810052,1.00840238220419,-0.185278599920293,0,1,0,0,0
1,2,0.467067606015246,-0.932193428893851,-0.923950590448787,0,1,1,1,0
3,0,-0.119320107694245,-1.54105684957077,-0.183814248170472,0,1,1,0,0
2,0,0.467238961765515,0.263279018317157,0.00570235887385758,1,1,1,0,0
2,1,0.498135564435914,-1.16044868171404,2.57151693682943,1,1,1,0,0
6,3,0.894937200540396,0.0787085112877898,0.0968288473190281,1,0,0,0,0
6,0,0.279151996413743,1.12678780291734,-0.728889074086158,1,0,1,1,0
5,0,1.00786575031424,1.9847866782984,1.2151154961642,1,0,0,0,0
1,0,-2.07310649057379,-0.620387040416736,-0.22876507091156,0,0,0,0,1
3,2,1.18985338378285,0.399704050881033,-0.811948028075156,1,0,1,1,0
1,0,-0.724374218369974,0.165361948187344,-0.559075232389967,1,0,1,0,0
1,1,0.167983772348879,-2.56389668867313,-1.35010543416474,1,0,1,0,0
5,0,0.920335158580844,0.66331501744424,1.55440432918832,0,0,1,0,1
1,6,-1.67160481202292,1.00232993619471,1.79315821197739,0,0,1,1,0
3,1,0.448469069614306,-0.88312160532573,-0.838212501470368,0,0,1,1,0
5,1,0.482458809858766,-0.70782073077322,1.33627866512201,0,0,1,0,0
8,1,0.758213782399003,0.379798929599101,-0.775212733135903,0,1,1,0,1
0,1,-2.31932736896749,0.356338739339264,0.99348975019766,0,0,0,1,0
1,1,-0.459504780196151,0.233277426409765,-1.41812468313073,1,0,1,0,0
2,8,-1.10538366697927,1.19995241398621,-0.719154778439022,1,1,0,0,0
2,1,0.402928273406297,0.147541221276708,-0.620192640941061,1,1,1,1,0
2,0,0.568934917844047,-1.99452910836181,-1.28241886651562,0,0,0,1,0
3,0,-0.706083282429614,0.752317710982306,-0.400025871822238,0,0,1,1,0
3,1,-0.290090625815567,-0.449502146189833,-0.199083310788836,0,1,0,0,0
2,3,-1.48387807160556,0.0482421669513859,-1.46380679797522,0,0,0,0,0
1,0,-1.15025528126137,1.4560682759938,-0.568815133951365,0,1,1,1,0
1,2,-0.274471161816463,0.207369870473887,-0.338730282888513,1,1,0,0,0
1,0,0.577901002861171,-1.78388375607768,0.362978482109852,0,0,1,0,0
1,4,-1.39690264657703,0.190394857177226,1.28839980710718,0,1,0,1,0
4,1,0.74905771616478,0.83828425128931,-1.09984321626633,0,1,1,1,0
1,1,-1.05118669692296,-0.167910223590462,3.00075157041475,0,1,1,1,0
0,1,0.165380870625706,-1.18653063592833,1.74020353877658,1,1,0,0,0
11,1,1.12980912049522,0.0726364074346741,0.084538155933783,0,1,0,0,1
1,3,1.17372246423572,0.912013334713351,0.732427921737359,0,1,1,0,0
1,0,-0.427863231850421,0.299207621569627,-0.277762450023411,0,0,1,1,1
2,2,-0.259802107839475,-0.835824759720094,-1.44067898186373,0,1,0,0,0
1,0,-1.41117304365668,1.23309770296371,-0.180251205276979,1,0,1,1,0
0,2,-0.641357554081644,1.83141215176903,0.800041117814453,1,1,0,0,0
0,2,0.112457509152448,0.364005222673326,1.00884087396218,0,1,0,1,0
0,2,0.422604331138563,-0.574729085115285,0.0840865911400517,1,1,0,0,0
1,1,0.386835291215675,-0.807928716426306,-0.785196055225813,0,1,0,0,0
2,1,-0.687798326082019,1.52648450334447,0.0999687574332041,0,0,0,1,0
0,1,0.148902488663005,1.23904524311656,-0.779890598461963,0,1,1,0,0
0,3,-0.0576497484824952,1.25358251983676,-1.82724961369731,1,1,0,0,1
1,2,-0.0748233649223828,-0.0361495528955859,1.44405504684142,1,0,0,1,1
1,1,1.50989743811878,-0.337115421467001,0.621721001143503,1,1,0,0,0
3,0,1.61993700793992,-0.354122915133728,0.305502078707108,1,1,0,0,0
2,2,1.1531581669848,-1.16044937052932,0.222011862745256,1,0,1,0,0
1,2,-0.0776035954486494,0.0570786258782504,0.445186399177887,0,1,0,0,0
0,4,-1.81893450079797,0.926885289226463,0.747366773123287,1,0,0,1,0
4,2,-1.03744458273607,-0.358001115897839,0.697913427519947,1,0,1,1,0
4,1,0.302492245643734,-0.0758843162721669,2.45325775671091,0,1,0,0,1
4,0,-1.27794616724639,-0.682314479686555,0.795944777623306,0,1,1,1,0
0,1,0.138339047584972,0.280329343513391,0.0138894071936347,0,0,1,0,0
2,1,-0.0509841237610558,1.61790882333782,1.17885879735028,1,1,1,0,0
1,1,1.85214757493023,-0.646481636332242,-0.589040057062543,0,1,1,0,0
5,3,1.11167526953782,-1.14571585887406,-0.594651559743233,0,1,1,0,0
3,1,-0.51137532176584,-0.209650331987264,0.289902584068862,1,1,1,0,0
0,0,-0.54388110381726,-1.01024416382448,-0.20529153092167,0,0,0,0,1
9,1,-1.72892728363495,-0.134241212298011,-0.844955705055432,1,0,1,0,0
1,0,0.470749538951291,-0.12568579289763,1.3629031386822,1,0,0,0,0
1,0,0.00538712217177903,-1.22376779905357,0.704949192194003,1,0,0,1,1
2,0,1.34804578555275,-1.45175997743887,-0.300364638805441,1,1,0,1,0
0,1,0.724096713299373,0.610613121678541,0.428369091943183,0,0,0,0,0
1,7,1.5525491646626,-0.207465339283921,1.6527574115205,0,0,0,1,0
7,1,1.32546983172223,-0.677664133324219,1.48958414634342,1,1,0,1,0
4,2,-0.0342650924931979,0.560781454584896,-2.03048676239792,1,1,1,1,0
8,6,-0.36101339765776,0.447056069981928,0.0953130473555113,0,1,0,1,1
2,5,-0.720165422308314,1.02318441889619,0.354949502149119,1,1,0,1,1
