"y1","y2","x_age","x_income","x_score","d_female","d_urban","d_married","d_college","d_smoker"
1,0,-0.4969391017803,1.43808403047369,0.676290228798174,1,1,0,0,0
0,0,0.278838329062106,-1.58413251108724,-0.636185689738138,1,1,0,0,0
2,0,0.384467846123616,1.41715995766905,0.16847065257027,0,1,0,0,0
9,0,0.0685822113833399,-0.382935786750779,-2.29620196084695,1,0,1,0,1
7,1,-0.578210061813751,0.261151866349059,0.547269856615866,0,1,1,0,1
7,1,1.31389320945878,-0.0400013626874395,0.75252952466706,1,0,0,0,0
9,8,-1.26078827796217,1.05431912084441,0.421293443749562,0,1,1,1,0
1,1,-0.726860088834376,-0.686417360117436,0.743221091750466,1,1,1,0,0
0,0,-0.23134136807485,-1.19831675257234,0.0522920048878363,0,1,0,0,1
4,0,0.607994337497171,1.66335511300306,0.571105904224784,1,1,1,1,0
1,0,1.02162983269072,0.801520971000779,0.0820461590673653,0,0,1,1,0
2,0,0.943725733742312,-1.01449443504856,0.901977571262501,0,0,1,1,1
0,0,0.945019387979116,-0.852633574879122,0.109853043066805,1,1,1,0,0
1,4,0.849180477703402,-0.64197341228065,-0.428250329470556,1,1,0,1,0
2,0,-0.727663003685631,-1.20380434762017,-0.22493818452761,0,0,1,0,0
4,2,-0.984254262804858,-1.00868322473083,-0.123359525607936,0,1,0,0,1
1,1,0.774233079588881,1.26432726043788,0.0471153957802493,1,0,1,0,0
1,1,-0.494010541904783,1.81232818105701,-0.294200676198372,0,1,1,1,0
0,0,-0.451832588429801,0.822713728983651,-0.763421404894995,1,0,1,0,0
1,0,0.555608524365212,-0.346599452743476,-0.477714642874825,1,1,0,1,0
8,0,0.56377371429517,-0.0766932407570913,-0.659757263706585,0,0,1,0,1
4,4,0.358079827136259,1.18945316289835,-1.37910286929952,1,0,0,0,1
1,2,-0.984181610914282,-0.478873773547361,-0.91420693354095,0,0,1,0,0
2,0,-0.678118328186443,-0.0245232067614984,-1.29026061499617,1,0,1,0,0
14,3,0.779219988063854,0.853924761069983,0.197894298211791,1,0,1,0,1
4,0,0.147615573458638,0.819740990831115,-0.544169838578281,1,0,1,1,0
2,0,-0.202593083288215,0.396283572653029,0.585130931659502,1,1,0,1,0
2,4,-1.11073952170524,-1.48715627185658,0.0900671026442085,1,1,0,0,0
1,2,2.31013000245457,0.379216800822381,0.0360612161210723,1,1,0,1,0
1,0,0.669870568950467,-2.27152995213556,-0.461157702045611,0,0,1,1,0
0,1,-0.628589258558071,-1.87545502298905,-1.57807568062522,1,0,0,0,1
1,1,-0.870726019684845,0.722199440549067,-0.156502599419893,1,1,1,0,0
2,2,0.0464923710835162,-0.0691047058500933,0.95538063513588,0,1,1,1,0
2,10,0.671939167933273,1.13817826096656,2.00531114363181,1,0,1,0,0
2,0,-0.261523036478982,-0.412680903557391,0.0141213516234563,1,1,1,1,0
0,3,-1.27931312115298,-0.495199272455612,0.69886600418868,1,1,0,0,0
0,2,0.964548268021204,-0.953952761846607,0.0662334883714504,0,0,0,0,1
3,0,0.562419714029749,1.03638514710729,-0.698087198556346,0,0,1,0,0
0,1,-0.971760632882492,1.50446882894578,-0.259968748385899,1,1,1,0,0
2,2,-0.0716990810670249,1.00031969228037,-0.8628545039299,0,1,1,0,0
1,1,1.54981829633567,-1.11471288793678,0.669280740367908,0,1,0,1,0
3,2,0.598254233943448,0.0246338209568593,-1.78180824022184,1,1,0,0,1
1,0,0.804547366547651,0.689588623262394,-0.000608815237660299,1,1,1,0,0
5,5,-0.22572961207513,1.36603292287565,-0.169851433983272,1,1,1,0,1
1,4,-0.520817099379317,0.361976937716429,0.233897248133124,1,1,0,0,0
2,0,-1.15001077455138,-0.752942792865705,1.30689412513941,0,1,1,0,0
2,0,0.871092058804254,-1.00370125997175,0.926131466388304,1,1,1,0,1
2,10,-1.5218399227928,1.60280094843662,-0.294255580707677,0,0,1,1,0
1,0,1.70651773665141,-0.247138436373467,0.828846998648457,0,0,1,0,0
0,1,-1.59472540299147,0.935940404224014,0.301702249903594,0,1,0,1,0
1,1,-0.594061638987921,0.318036143221667,1.3247476029235,1,0,1,0,0
5,2,0.205612493680158,2.14424223012583,0.0179480083688517,0,0,1,0,0
0,7,-2.73181472095333,1.16764157858501,1.50770437744228,0,1,0,0,0
0,0,-0.0874300762841977,-0.154643362052968,-0.104445190221326,0,0,1,1,0
0,8,-0.782403387058403,1.00347885954001,-0.33376828525933,0,1,1,1,0
0,0,-1.75381425158226,-0.192972181709465,-0.274353899222887,0,0,0,1,0
1,0,-0.556623797057545,0.145557558582351,0.834967530622133,0,0,1,1,0
0,0,-0.908722270084729,0.114552646078538,-0.710089975194673,1,0,1,1,0
1,0,1.47146829526233,-0.785224549471999,-1.54201975253141,1,0,1,1,1
8,3,1.26489699104597,0.792282279755352,-0.727223519860187,1,1,1,0,0
2,0,-0.34903976320908,0.457645052147894,-1.23588278192647,1,0,1,0,0
0,0,-1.63895881206078,0.466972067976043,0.248485074213845,1,0,1,0,0
0,1,-0.0714228471555172,-2.18630035349673,-1.00715164792557,0,0,1,0,0
0,0,0.51157247660863,0.519940463741956,0.856406386418179,0,0,1,0,0
2,0,-1.04430539887499,-0.541005700241561,-2.2184494331786,0,0,0,0,1
1,6,-0.472460893856843,-1.44707082284147,-0.583282743360566,0,1,0,0,0
9,1,1.53859163525188,1.14291124773475,1.64422831398826,0,0,0,1,1
6,0,0.487563326279534,0.0199823118984636,-0.74166828723812,1,0,0,0,1
0,2,0.368986695129117,-0.660470322456927,1.12324742687558,0,1,0,0,0
